date,precipIntensity,precipProbability,precipAccumulation,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windBearing,windGust,cloudCover,uvIndex,visibility,ozone
2017-10-23 00:00:00,0,0,,,56.4,56.4,23.24,0.27,,3.45,50,4.96,0,0,9.997,
2017-10-23 01:00:00,0,0,,,57.83,57.83,23.48,0.26,1025.6,3.87,14,5.82,0,0,9.997,
2017-10-23 02:00:00,0,0,,,58.32,58.32,22.89,0.25,1025.7,5.73,35,7.64,0,0,9.997,
2017-10-23 03:00:00,0,0,,,56.42,56.42,23.65,0.28,1025.7,3.99,33,9.88,0,0,9.997,
2017-10-23 04:00:00,0,0,,,55.3,55.3,22.57,0.28,1025.8,4.99,57,8.47,0,0,9.997,
2017-10-23 05:00:00,0,0,,,56.54,56.54,23.64,0.28,1025.6,3.35,50,6.23,0,0,9.997,
2017-10-23 06:00:00,0,0,,,54.48,54.48,22.87,0.29,1025.9,2.54,40,6.63,0,0,9.997,
2017-10-23 07:00:00,0,0,,,54.07,54.07,23.23,0.3,1026.4,4.19,68,7.44,0,0,9.997,
2017-10-23 08:00:00,0,0,,,54.14,54.14,22.3,0.29,1027.6,2.33,64,6.17,0,0,9.997,
2017-10-23 09:00:00,0,0,,,55.81,55.81,22.54,0.27,1028.6,2.84,94,7.97,0,0,9.997,
2017-10-23 10:00:00,0,0,,,62.67,62.67,24.44,0.23,1029.1,2.88,130,7.9,0,1,9.997,
2017-10-23 11:00:00,0,0,,,64.54,64.54,27.56,0.25,1029,5.31,106,9.06,0,3,9.997,
2017-10-23 12:00:00,0,0,,,69.65,69.65,27.63,0.21,1028,7.26,267,10.21,0,4,9.997,
2017-10-23 13:00:00,0,0,,,71.84,71.84,27.72,0.19,1027.1,7.4,278,12.2,0,5,9.997,
2017-10-23 14:00:00,0,0,,,78.23,78.23,28.36,0.16,1025.7,7.3,255,12.22,0,4,9.997,
2017-10-23 15:00:00,0,0,,,79.86,79.86,30.76,0.17,1024.4,8.39,309,16.47,0,3,9.997,
2017-10-23 16:00:00,0,0,,,81.81,81.81,32.13,0.17,1023.7,11.2,345,17.44,0,2,9.997,
2017-10-23 17:00:00,0,0,,,80.52,80.52,32.11,0.17,1023.4,10.01,325,17.55,0,1,9.997,
2017-10-23 18:00:00,0,0,,,78.9,78.9,33.93,0.2,1023.5,9.15,316,22.32,0,0,9.997,
2017-10-23 19:00:00,0,0,,,75.89,75.89,34.19,0.22,1023.9,8.88,324,20.79,0,0,9.997,
2017-10-23 20:00:00,0,0,,,73.19,73.19,35.3,0.25,1024.8,14.65,350,21.47,0,0,9.997,
2017-10-23 21:00:00,0,0,,,71.97,71.97,35.14,0.26,1025,18.68,356,24.85,0,0,9.997,
2017-10-23 22:00:00,0,0,,,68.73,68.73,34.45,0.28,1027,7.49,16,19.85,0,0,9.997,
2017-10-23 23:00:00,0,0,,,67.55,67.55,30.47,0.25,,10.26,45,22.84,0,0,9.997,
2017-10-24 00:00:00,0,0,,,65.61,65.61,32.26,0.29,,7.72,21,18.39,0.09,0,9.997,
2017-10-24 01:00:00,0,0,,,65.88,65.88,33.99,0.31,,8.85,16,17.79,0,0,9.997,
2017-10-24 02:00:00,0,0,,,65.14,65.14,32.36,0.29,1026.9,10.44,17,13.93,0,0,9.997,
2017-10-24 03:00:00,0,0,,,63.13,63.13,32.74,0.32,,5.7,25,22.56,0,0,9.997,
2017-10-24 04:00:00,0,0,,,62.71,62.71,33.45,0.33,1027.1,6.98,54,16.59,0,0,9.997,
2017-10-24 05:00:00,0,0,,,61.31,61.31,32.95,0.34,1027.5,7.73,39,16.36,0,0,9.997,
2017-10-24 06:00:00,0,0,,,61.14,61.14,30.21,0.31,,8.9,26,17.87,0,0,9.997,
2017-10-24 07:00:00,0,0,,,60.44,60.44,29.34,0.31,1028.2,10.75,33,14.03,0,0,9.997,
2017-10-24 08:00:00,0,0,,,58.95,58.95,29.45,0.32,1028.6,4.86,38,16.43,0,0,9.997,
2017-10-24 09:00:00,0,0,,,59.6,59.6,28.48,0.3,1029.2,3.05,79,22.02,0,0,9.997,
2017-10-24 10:00:00,0,0,,,62.42,62.42,28.5,0.28,1029.4,3.8,61,25.17,0,1,9.997,
2017-10-24 11:00:00,0,0,,,67.45,67.45,28.66,0.23,1029.1,2.69,76,23.96,0,3,9.997,
2017-10-24 12:00:00,0,0,,,70.19,70.19,28.89,0.21,1028.4,5.03,91,24.06,0,4,9.997,
2017-10-24 13:00:00,0,0,,,74.43,74.43,25.69,0.16,1027,8.15,57,18.96,0,5,9.997,
2017-10-24 14:00:00,0,0,,,75.35,75.35,26.04,0.16,1025.7,12.11,3,26.26,0,4,9.997,
2017-10-24 15:00:00,0,0,,,78,78,24.95,0.14,1023.9,11.84,343,22.56,0,3,9.997,
2017-10-24 16:00:00,0,0,,,79.31,79.31,25.57,0.14,1023.2,12.81,346,20.92,0,2,9.997,
2017-10-24 17:00:00,0,0,,,79.27,79.27,24.32,0.13,1022.6,12.35,349,19.78,0,1,9.997,
2017-10-24 18:00:00,0,0,,,77.71,77.71,23.96,0.14,1022.2,12.23,348,16.08,0.09,0,9.997,
2017-10-24 19:00:00,0,0,,,73.36,73.36,24.69,0.16,1022.1,13.58,16,18.47,0.16,0,9.997,
2017-10-24 20:00:00,0,0,,,70.76,70.76,23.59,0.17,1022.8,14.3,15,20.64,0,0,9.997,
2017-10-24 21:00:00,0,0,,,69.22,69.22,22.95,0.17,1023.4,10.62,40,18.31,0,0,9.997,
2017-10-24 22:00:00,0,0,,,65.92,65.92,23.51,0.2,1024.1,4.27,42,16.83,0,0,9.997,
2017-10-24 23:00:00,0,0,,,63.62,63.62,23.3,0.21,1024.9,3.83,56,15.97,0,0,9.997,
2017-10-25 00:00:00,0,0,,,59.9,59.9,23.46,0.24,1024.7,7.29,348,14.06,0,0,9.997,
2017-10-25 01:00:00,0,0,,,60.51,60.51,23.28,0.24,,2.72,35,14.81,0,0,9.997,
2017-10-25 02:00:00,0,0,,,59.8,59.8,23.85,0.25,,4.91,39,11.02,0,0,9.997,
2017-10-25 03:00:00,0,0,,,56.37,56.37,21.48,0.26,,2.89,59,7.62,0,0,9.997,
